title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product PkSzp,https://example.com/4oPqPHNA,Description lqMgdLfLWi1pDZGITar1,487.7,497.47999999999996,1.97,9.779999999999973,259.13,Germany,2 days,Supplier V27NN,47,"['M0BRt', 'E4mhz', 'PCBZi']","['527lR', 'GRSDC', 'D8Z69']","['DVGYp', 'ycDak', '6Y1j4']","[499.58, 41.44, 386.15]","[473.39, 179.1, 488.08]",343,in stock,2024-11-06T06:32:17.121883,"['UT8tc', 'IC1e6', '9NU7R']",True,Sports/Outdoor,Red,Yellow,S,BrandD,Female,https://picsum.photos/seed/2akkc/600/600,https://picsum.photos/seed/qIo42/50/50,https://picsum.photos/seed/LDqq2/150/150,170ffdbb-338b-44ad-8cf0-c75be61c2093,new,"['BLrmi', 'oy0Z9', 'VqPc7']",premium,"['hyEq4', 'xJtyQ', 'WRNUT']",df8b22fb-e652-4b50-bb20-450436a52826,136.57,60.12,161.27,112.94,-70.649653,174.438735,5159418415749,"['g9CNf', 'fO1qM', 'xmCby']",0.7
Product UkHni,https://example.com/8zk9NZao,Description edq4StjwgzjaIsKk7TOp,26.07,52.29,50.14,26.22,3.05,Germany,8 days,Supplier 1pz7M,26,"['jvcJl', 'msQMW', 'gwtFp']","['4RcAw', 'EeeBV', 'dl2m2']","['2FhIc', '1pzlR', 'QrYcn']","[269.02, 873.24, 146.86]","[422.61, 445.48, 155.37]",313,preorder,2024-12-06T06:32:17.122057,"['wveZd', 'k6Hq2', 'gx2Uj']",False,Electronics/Phones,Black,Yellow,S,BrandB,Unisex,https://picsum.photos/seed/thXjt/600/600,https://picsum.photos/seed/JPVNm/50/50,https://picsum.photos/seed/RuqW9/150/150,1dc964b8-0476-46d1-be18-642db7f420e1,refurbished,"['7YkhY', 'CL6SW', 'jyXRq']",premium,"['ITYnV', '4ZP25', 'HuKDy']",2e5e8d2f-dd6c-42ba-bba7-24a70878a300,455.85,65.29,129.78,106.75,81.633584,64.440888,9483550482379,"['sQiSs', '5mTtN', '7HC9Z']",4.3
Product JMr6R,https://example.com/0eUtqHpK,Description qaU2GyPIjEky3knnGI7b,270.09,331.60999999999996,18.55,61.51999999999998,204.82,Japan,14 days,Supplier OwoNk,18,"['CRphG', 'jSSCt', 'sEZ4b']","['O4wTj', 'yTdIX', 'dSTzg']","['tSQOq', 'Sj70E', 'PocWj']","[96.42, 810.03, 351.65]","[214.38, 64.8, 905.06]",277,in stock,2025-06-11T06:32:17.122219,"['Knk2t', 'p7e9E', '9q3QA']",True,Electronics/Phones,White,Black,XL,BrandC,Male,https://picsum.photos/seed/mqcyx/600/600,https://picsum.photos/seed/AyRnl/50/50,https://picsum.photos/seed/rknEV/150/150,aba05baf-be76-4350-892f-850d5cb938b0,refurbished,"['GOHil', 'hwVfZ', '68ZXq']",exclusive,"['Ycl6p', 'hgkV3', 'Ght7f']",205dc04d-c43d-4e60-a487-f45bdb7da3a7,353.17,25.51,71.37,53.33,-78.553238,125.011292,6813244019100,"['rycof', 'vcWxG', 'lieHc']",4.4
Product k7ovn,https://example.com/syXKCWKj,Description v3DbtQfxyR1LweuzY5Rf,143.62,191.25,24.9,47.629999999999995,58.78,France,10 days,Supplier 3AIUl,43,"['B6l8S', 'isRCa', 'tnFJo']","['e28RO', 'wRIQF', 'eF6B3']","['KWKPq', 'QoXHM', 'Pd2br']","[29.55, 378.8, 391.91]","[452.52, 568.94, 979.04]",391,preorder,2025-07-17T06:32:17.122398,"['7O8VW', 'ImYpa', 'ZyqtP']",True,Sports/Outdoor,Blue,Yellow,L,BrandC,Unisex,https://picsum.photos/seed/7dKqr/600/600,https://picsum.photos/seed/NGfVM/50/50,https://picsum.photos/seed/F51uZ/150/150,628d8348-ddbf-4539-82a5-efaebf4235c3,used,"['fggXE', 'pkn9E', 'ZUeHS']",standard,"['93q9L', 'No6Fi', 'XSCGm']",0e3977f5-615a-4324-b84e-30b5bae14d1f,64.94,56.7,162.45,29.07,-45.730763,-29.07961,1873991400532,"['f1H5D', 'dDSjh', 'FT6Tg']",1.0
Product bJhTq,https://example.com/zbM273Ot,Description K6oJem7q5LuHtH4a0WJT,174.15,208.44,16.45,34.28999999999999,150.9,Canada,1 days,Supplier H5mPQ,49,"['9IFWE', 'tSoKT', 'aIxyg']","['k3bjR', 'ac8wT', 'NUfsb']","['lyywS', 'jIsyP', 'K1BRq']","[786.47, 797.6, 690.71]","[730.82, 894.25, 907.26]",852,in stock,2025-08-13T06:32:17.122581,"['s3CXY', 'em5PP', 'InpQt']",True,Clothing/Women,White,Black,M,BrandB,Male,https://picsum.photos/seed/bF9iG/600/600,https://picsum.photos/seed/NAJxl/50/50,https://picsum.photos/seed/RHLFo/150/150,9f79fbab-e923-4b76-be09-ef540dfae2b9,refurbished,"['pxit6', 'AyB2F', 'vwQcI']",premium,"['TvJV7', 'hyMSe', 'Ilc6W']",fbc91ea8-e8e4-41ef-ab9f-c9e8f66cc7e0,35.42,123.2,77.8,53.5,81.820723,-18.441397,5829567985468,"['DKEga', 'afDAD', 'Ku3Nn']",3.1
Product J52z9,https://example.com/QkOEkcQP,Description 2Yyl9In04roshhXYLFcF,240.45,288.68,16.71,48.23000000000002,46.41,Germany,14 days,Supplier Sj8j1,32,"['v8Pi7', 'PXN91', 'Fo7D3']","['rVega', 'NqeCD', 'e4bK8']","['FfdXy', 'HPS5a', '8Vscv']","[675.23, 377.63, 119.78]","[2.87, 902.28, 535.44]",520,in stock,2025-08-10T06:32:17.122769,"['1gR2e', 'bGXmY', 'OXZ3t']",False,Home/Furniture,Green,Yellow,M,BrandB,Female,https://picsum.photos/seed/YYzHB/600/600,https://picsum.photos/seed/R4agH/50/50,https://picsum.photos/seed/uqqch/150/150,feb87d8d-325f-49d5-a2bd-9e096a47d656,used,"['Y05sY', 'CfMSm', 'meR9u']",standard,"['uSuz4', 's4JE8', 'myJZU']",866197ce-9b1e-4fbe-8b60-93810700290a,422.07,113.96,106.06,149.59,16.10035,147.498639,5443427190071,"['vMn1O', 'huAaX', 'NLqbN']",4.8
Product JzmQd,https://example.com/ni9vddTa,Description JCApoghcPJrpzVRU1lmW,344.95,416.62,17.2,71.67000000000002,297.16,Canada,3 days,Supplier hyyQd,18,"['46WGi', 'spEST', '3o2rn']","['B5XRV', 'ixuCO', 'WQYX0']","['xc1cD', 'GatMG', 'HD7Hy']","[56.32, 817.18, 501.59]","[70.91, 607.31, 870.56]",82,in stock,2025-07-02T06:32:17.122959,"['2nUWz', 'MxDQ7', '7bHwd']",True,Clothing/Women,Red,Green,XL,BrandD,Female,https://picsum.photos/seed/Rn4OC/600/600,https://picsum.photos/seed/GGZ2W/50/50,https://picsum.photos/seed/PGXLJ/150/150,8da5bf8e-ee14-44ca-b9a3-51eb2ce1270e,refurbished,"['cy17Z', 'BKxyR', '4iHID']",premium,"['WUtrr', 'MYSoS', 'yni51']",3ce0d163-c266-4bf9-b3f4-0fc4c51923ef,489.52,40.96,150.42,187.53,31.807056,-89.088526,2771032042153,"['tyF4y', 'wlRQy', 'IhWZi']",1.7
Product lkcSM,https://example.com/P0tSXC2v,Description rTPFgnlirrl8X8Zhv6jO,470.11,524.49,10.37,54.379999999999995,469.94,France,11 days,Supplier Ae16K,30,"['WxcHZ', 'DDIVB', 'gwsqz']","['j8wiA', 'WwSEf', 'ok2F0']","['SWF7D', 'E3Sa2', 'IWtDw']","[498.77, 948.2, 870.62]","[197.34, 584.55, 934.16]",113,out of stock,2024-12-10T06:32:17.123134,"['AloL8', 'GmkMT', 'Zxe14']",True,Electronics/Phones,Blue,Green,XL,BrandD,Male,https://picsum.photos/seed/sOmSJ/600/600,https://picsum.photos/seed/DFYoT/50/50,https://picsum.photos/seed/heftJ/150/150,ff4783d3-06cf-4563-bd80-111f87070eaa,refurbished,"['BEWr1', 'v6tVF', 'mhu30']",premium,"['1Ftgp', 'bu5Mn', 'yWGiX']",fe3167a1-7c31-4a8d-81f5-030924bf26e0,31.11,98.12,176.13,154.55,55.926341,-163.934238,1958652188164,"['7feaN', 'V28Aa', 'RPfDP']",1.2
Product hE4HH,https://example.com/sZAvyRFr,Description 5JCEVsrdR3BQsDnnn7r9,108.03,204.32,47.13,96.28999999999999,24.71,France,3 days,Supplier LyaEQ,18,"['04IjP', 'c3KMz', '8XE7K']","['WCly2', 'BJ6EG', 'e1jEZ']","['MHgQR', 'bD03C', 'XCfCZ']","[11.14, 398.89, 942.87]","[969.41, 608.12, 881.55]",319,in stock,2024-12-16T06:32:17.123315,"['7IIPD', 'jjnjv', 'J5Re4']",True,Electronics/Phones,Red,Blue,XL,BrandA,Female,https://picsum.photos/seed/VngTH/600/600,https://picsum.photos/seed/YDXDS/50/50,https://picsum.photos/seed/fAXhc/150/150,f43f3483-8233-45e0-8c22-e3aea831464a,refurbished,"['GAtJ6', 'kazl1', 'CGbtq']",premium,"['hcvNO', 'HjH0y', 'Pe1pB']",0dae9085-983b-4eba-bb02-3f294864b16f,148.33,79.35,21.05,137.95,-8.878793,105.920386,9577648834889,"['sKo4n', 'jnxEU', 'YSi9J']",4.5
Product JGKlr,https://example.com/Og3SKx6B,Description Q1iojh0CsoImKRbo4yYE,366.0,389.74,6.09,23.74000000000001,117.13,Germany,14 days,Supplier 8BtE9,33,"['gBt9C', 'Z0PIn', 's2zOv']","['duSuF', 'mKoDY', 'GHBHr']","['Xj2xI', '2z60c', '5AoYr']","[11.62, 658.6, 276.57]","[892.02, 232.47, 715.23]",974,out of stock,2024-11-07T06:32:17.123460,"['GjTpn', 'rbo76', 'gnReo']",False,Home/Furniture,Green,Black,XL,BrandB,Unisex,https://picsum.photos/seed/ZesLx/600/600,https://picsum.photos/seed/VF3PU/50/50,https://picsum.photos/seed/SLVCl/150/150,1917a8af-0b09-41de-8117-1fd5ebf69231,refurbished,"['uyTxE', '63phU', 'BlBHD']",premium,"['tKXXS', '4qCoI', 'OrIi0']",78cc969a-bada-46a9-88b2-48c06101c106,400.98,10.83,183.36,155.84,42.923161,-90.464523,9712644099056,"['bqAod', '1EWOn', 'vaY5k']",3.0
Product IiWRz,https://example.com/1k4q7TiU,Description Of288U4EEYVQYuPvs4rE,172.56,206.3,16.35,33.74000000000001,16.08,USA,14 days,Supplier 8jyxS,39,"['f69A0', '5U3en', 'GQcmd']","['ckboo', 'ME3W7', 'sEXT1']","['cL96g', '6XKQk', 'Wkid5']","[99.83, 383.31, 545.13]","[934.17, 651.42, 745.09]",182,preorder,2025-05-15T06:32:17.123643,"['3agWZ', 'XVJri', '4CMRh']",True,Sports/Outdoor,White,Blue,M,BrandD,Male,https://picsum.photos/seed/FqPfV/600/600,https://picsum.photos/seed/NgJgA/50/50,https://picsum.photos/seed/b9bsg/150/150,6fdaecc1-92ba-485b-babb-684fc20f34e5,refurbished,"['DodQl', 'dvJkv', '3MDhp']",exclusive,"['F1caE', 'xIdfM', 'flG89']",dc5b6a47-b778-4bd7-b348-835ff2283448,392.02,57.3,19.72,73.32,35.509516,-44.874973,2568355671629,"['si2Kl', 'wodG1', 'WtTEl']",3.7
Product GScOi,https://example.com/4aJNub6q,Description f1O7YXr2JNsmeFwcpkIC,27.07,107.99000000000001,74.93,80.92000000000002,7.0,USA,14 days,Supplier 1lVxh,39,"['JdBds', 'GapHP', 'GiYSz']","['piYPN', '6gBqN', 'kJxe5']","['cjq9M', '9Az7g', 'Z3XcJ']","[90.41, 458.25, 780.39]","[671.55, 897.26, 481.98]",677,preorder,2025-05-11T06:32:17.123793,"['6uiXj', 'ebvjh', 'z23xG']",True,Clothing/Women,White,White,S,BrandA,Unisex,https://picsum.photos/seed/mN7vg/600/600,https://picsum.photos/seed/tWMDU/50/50,https://picsum.photos/seed/ukgpi/150/150,861d3de4-2572-4d8a-8767-2925bd815cdc,used,"['pKdz4', '5KOKS', 'x4bw4']",standard,"['OYzD8', 'R6OWH', 'wB1Bo']",5b775f4f-b789-4498-808d-af5d9c31acbd,11.52,21.79,110.73,60.51,-53.520944,-36.726915,9206887167027,"['HZMBn', 'apzSw', 'j7uIO']",1.5
Product jT38a,https://example.com/NEN8sKHM,Description bVRLxp8q3ButLEVVVdvN,93.41,135.32,30.97,41.91,44.99,USA,14 days,Supplier pZQpG,28,"['U0aSw', 'pNFnu', 'A5gOR']","['xplrj', 'zcPV4', 'AYKeZ']","['GAUeb', 'KgL23', '373Re']","[775.68, 887.88, 758.71]","[673.47, 84.21, 121.18]",902,in stock,2025-07-06T06:32:17.123967,"['GOL0I', 'fRw51', 'BmVto']",True,Sports/Outdoor,Yellow,White,M,BrandA,Unisex,https://picsum.photos/seed/ZSseU/600/600,https://picsum.photos/seed/DAYq3/50/50,https://picsum.photos/seed/1djDq/150/150,40eb11f2-9448-46c7-a23c-0abb80d18be7,used,"['f7Ybx', 'Ey36b', '1yXjv']",standard,"['7IPks', 'OlPiF', 'MHXyZ']",50407359-affe-4809-a5fe-60bb79a1ec94,288.64,134.26,43.68,184.69,-32.373542,111.308891,1727025636478,"['p8MQ4', 'sHV4x', 'dCYSt']",0.3
Product 8O3O8,https://example.com/t6fGYZll,Description Yb7nwbPwKYTJF1EyLb2k,72.28,92.76,22.08,20.480000000000004,43.25,France,4 days,Supplier JDxwe,1,"['8IKQN', 'je8fx', 'eCqKx']","['aDy5D', 'EjgGS', 'i0qMo']","['uxVPE', 'vbidR', 'JMpxJ']","[818.3, 31.56, 374.63]","[418.2, 991.72, 455.67]",8,preorder,2025-05-21T06:32:17.124128,"['9JUAM', '3dXfx', 'ZITzL']",True,Clothing/Women,Red,Green,S,BrandC,Female,https://picsum.photos/seed/GAgHI/600/600,https://picsum.photos/seed/XLKku/50/50,https://picsum.photos/seed/jjaCr/150/150,031f929b-e1c3-4852-b154-4c57d0d07f42,new,"['HXcrr', 'Shsnd', '3QtV9']",premium,"['n1Ilu', 'YjlB9', 'GHm07']",fb4a4d7f-1286-43e3-95fe-d17d314588bf,423.57,98.59,83.93,131.2,85.437814,79.46352,6855590759885,"['tZSJN', 'BRLLj', 'F1eRl']",4.1
Product unuWl,https://example.com/9m4HfcPn,Description SL0nWFSdxJjPDf7tJqfJ,171.71,269.38,36.26,97.66999999999999,24.06,USA,11 days,Supplier JbzSf,41,"['3RLXU', 'fP36g', 'SDM2e']","['OV5KO', 'mQEm2', 'uAjoF']","['HG8LO', 'L1IJW', 'GpQSl']","[98.82, 586.95, 500.42]","[422.34, 490.83, 242.44]",597,preorder,2024-11-24T06:32:17.124302,"['QIz2H', 'KELhr', 'qtbzP']",True,Clothing/Women,Blue,Yellow,XL,BrandA,Male,https://picsum.photos/seed/4WlOF/600/600,https://picsum.photos/seed/2lNuP/50/50,https://picsum.photos/seed/5kvO5/150/150,7fa228c0-51a7-4d01-a89e-29596d8dee84,refurbished,"['u5gtQ', 'LBqv0', 'DFx2U']",standard,"['vTlDy', 'Q3pFd', 'cIS49']",6bdaa2eb-88b0-494c-9d4d-10e166d19d6d,337.55,48.12,159.92,110.67,44.245336,-49.071786,0640417502568,"['wcDTX', '9YAfP', 'fP4BP']",4.3
Product ebPqT,https://example.com/CXe1EOxf,Description gHqjkG1auwgFJje8SK7g,327.93,345.91,5.2,17.980000000000018,93.79,France,14 days,Supplier i28xN,17,"['jhXK9', 'XcpIJ', 'Z0OEP']","['uyWDU', 'kRWHZ', 'PD7km']","['6q8GK', 'TI0mk', 'dXNwi']","[995.11, 763.18, 898.37]","[291.3, 640.41, 829.8]",388,in stock,2024-11-20T06:32:17.124454,"['umJ8N', 'wtroH', 'Cszmi']",False,Home/Furniture,White,Yellow,XL,BrandA,Unisex,https://picsum.photos/seed/dK4Ux/600/600,https://picsum.photos/seed/p8laQ/50/50,https://picsum.photos/seed/UFSzp/150/150,ab7b87fe-663c-4e96-be09-473b864c3cea,used,"['hSOOm', 'UQnDj', 'UuMTs']",exclusive,"['xgecj', 'YoANt', 't629y']",ae378505-c127-41de-be6a-cfe114c26131,161.32,183.11,134.85,25.53,27.957141,140.765621,8385563933803,"['BXmwY', 'gTDTP', 'qQIKj']",1.7
Product WEic9,https://example.com/u4exViwJ,Description ce2pVySZoIFFgBCho1FR,274.19,343.84000000000003,20.26,69.65000000000003,154.04,Canada,5 days,Supplier QD7oS,13,"['pnuvy', 'DNsid', 'gciM2']","['iwQZ3', 's2vo4', 'YOuwQ']","['YS7OR', 'ApCPy', 'LpoFM']","[867.47, 599.76, 967.18]","[164.21, 784.63, 825.2]",29,in stock,2024-11-16T06:32:17.124576,"['EHBFc', 'dGrRl', 'dk9tH']",True,Home/Furniture,Green,Green,M,BrandA,Male,https://picsum.photos/seed/URa5Q/600/600,https://picsum.photos/seed/js41Q/50/50,https://picsum.photos/seed/NUILr/150/150,d57a9973-7579-4b30-826f-acc90ea6f6ac,used,"['l6Y4t', 'HXa4Q', 'gY4n5']",standard,"['crgTO', 'zld2U', 'X0d63']",0a2d11b4-5c63-4267-946c-5f759aa9467d,384.38,167.25,156.74,113.89,0.412361,118.161619,1581817240389,"['OoyBT', 'HSCuu', 'adnMl']",2.7
Product zF656,https://example.com/DCxUkBeJ,Description trW1YTmkLAK9VOi3W6E5,294.96,359.69,18.0,64.73000000000002,277.28,USA,6 days,Supplier 9yTok,10,"['HMIPJ', 'HoWzD', 'cuizk']","['FEQhZ', 'hWHkF', '719Q3']","['aA7NY', '4aatg', 'CoQsQ']","[764.22, 888.46, 477.77]","[334.94, 988.3, 644.85]",531,preorder,2024-12-11T06:32:17.124704,"['ejQN1', 'xQcKu', 'AyrrX']",False,Home/Furniture,Red,Black,L,BrandB,Female,https://picsum.photos/seed/zZau7/600/600,https://picsum.photos/seed/bRWUa/50/50,https://picsum.photos/seed/IN4K7/150/150,f31bdde6-bc8b-4241-8ed1-116ffc607fdf,new,"['cHEdm', 't6uep', '5GPf5']",exclusive,"['c3bOd', '7C1bt', '8BH6a']",839ac4be-ea9e-44d1-acd6-85e89cf8433e,95.8,30.13,98.19,27.95,49.27275,-169.366651,5860486112997,"['hVth0', 'bNct7', 'Pxhec']",2.1
Product xDKox,https://example.com/43j4aKZu,Description mr0bBGRgYcq4FNdHu3cs,192.51,229.93,16.27,37.420000000000016,127.75,Germany,12 days,Supplier Yep2v,39,"['AfQSx', '9sqiv', 'zS2rQ']","['bHkBK', 'Ea8yE', 'vWKjK']","['tJFMH', 'a4Udl', 'oV1LN']","[21.08, 173.06, 947.94]","[56.89, 55.5, 869.72]",993,in stock,2025-07-03T06:32:17.124883,"['LXvtJ', 'z6xkm', 'Omty5']",True,Electronics/Phones,Red,Red,L,BrandC,Unisex,https://picsum.photos/seed/papTA/600/600,https://picsum.photos/seed/ltM5O/50/50,https://picsum.photos/seed/kcEvU/150/150,0e8f75c1-0bca-4263-9f35-7ecd5d85b9de,refurbished,"['x3y5q', 'u3YMf', 'LhZYQ']",standard,"['kkumQ', 'mNxAG', 'ClGIl']",f01ed8f3-4ba1-465a-8a96-06a296f1a710,394.9,188.16,105.22,13.13,9.057043,80.691573,9425469798388,"['9i5J7', '1dldo', '7k32E']",2.5
Product jKNCX,https://example.com/ugKCbF68,Description KKuiDqqwaJ1PovrdYFUN,395.86,399.18,0.83,3.319999999999993,57.98,Germany,4 days,Supplier LTLxi,17,"['ldXRB', 'n2fP4', 'eVXhK']","['HQfZr', 'xolmx', 'aTuaP']","['tIen6', 'fukms', '8XAIh']","[339.35, 277.39, 948.28]","[565.68, 597.32, 927.55]",157,out of stock,2025-02-04T06:32:17.125003,"['WjxDO', 'FYO02', 'NwxgZ']",True,Clothing/Women,Red,Blue,XL,BrandC,Female,https://picsum.photos/seed/QiqAa/600/600,https://picsum.photos/seed/b6TLm/50/50,https://picsum.photos/seed/PnxID/150/150,13b52173-01ea-49de-ab03-963e5d84fc2e,new,"['YPD57', 'LsGwd', 'kH7w7']",premium,"['7Qpqb', 'SW3Ze', '2joqo']",7c225470-cc05-4763-a579-11291f1703ee,346.33,45.31,86.32,76.25,58.254108,26.473827,2002450489641,"['RjAiy', 'lg7VN', 'sBST7']",0.8
Product OsoD9,https://example.com/OF2XquDF,Description MPI69ObdjnD12Iu2MAeb,144.68,219.49,34.08,74.81,17.68,France,2 days,Supplier RVGB2,49,"['Ge89n', 'tGGg2', 'JDVhw']","['hgiQP', 'KX8yo', 'jLyqj']","['bVH11', 'jnz3X', 'HjKHV']","[386.82, 470.84, 160.04]","[328.79, 851.95, 956.49]",866,preorder,2025-08-25T06:32:17.125169,"['W3PE7', 'E10KL', '3nC2G']",True,Electronics/Phones,Black,White,S,BrandA,Male,https://picsum.photos/seed/9j5mD/600/600,https://picsum.photos/seed/2hnW9/50/50,https://picsum.photos/seed/37By4/150/150,b54b6fa0-46eb-4518-9891-4490997554bc,used,"['RwaEq', 'p19lB', 'jukSB']",premium,"['TzwD5', '55INC', '0HJ87']",10f0e284-07f6-4f3b-b987-6194bffa87fa,491.51,32.22,42.83,79.22,12.067165,147.628528,1553015494121,"['hRw1F', 'mzM4Z', 'vQwb4']",2.4
Product i9jJs,https://example.com/g1IZbPfv,Description wg5sEJDD3KAksfw6mHqA,331.7,365.3,9.2,33.60000000000002,111.88,Germany,3 days,Supplier LIsfr,2,"['2YtHn', 'jq08e', 'Olag9']","['x6bag', 'C9Uvy', 'Je4Ds']","['Z7pDv', 'iOXUn', 'pYsSn']","[178.78, 824.44, 6.48]","[439.54, 627.62, 875.05]",75,out of stock,2024-11-18T06:32:17.125325,"['5ZuCL', '3seSl', 'f2jNX']",False,Home/Furniture,Green,White,XL,BrandD,Female,https://picsum.photos/seed/btdXx/600/600,https://picsum.photos/seed/iXvEb/50/50,https://picsum.photos/seed/CiSZe/150/150,eedea907-655b-4965-8a2f-a97512a29035,used,"['7FT2y', 'FpFNm', 'ZxN2n']",exclusive,"['NlQkr', 'UMKpZ', 'r0I0Y']",46694e95-fde5-472c-a962-e9348fdaf267,396.01,174.62,31.79,1.58,-77.33455,-153.773473,1890830046734,"['vTvc0', '5BuuF', 'bi7yf']",4.4
Product wEpGU,https://example.com/TOq5SpNp,Description aXAf3peexW9neGhAStO9,338.29,413.01,18.09,74.71999999999997,26.23,Canada,13 days,Supplier 8LsvO,10,"['IuGIt', 'jnY3j', 'UyxQa']","['4z1vb', '4jyUv', 'NKThQ']","['5V0ro', 'nJHtw', '6NtsI']","[910.26, 572.25, 985.16]","[256.04, 514.17, 314.7]",953,out of stock,2025-07-22T06:32:17.125519,"['Rl8t7', 'SuKWH', 'QlJfL']",True,Sports/Outdoor,Blue,Green,L,BrandC,Male,https://picsum.photos/seed/fmBz5/600/600,https://picsum.photos/seed/ZUfG3/50/50,https://picsum.photos/seed/OwJPv/150/150,41ed4c53-4912-4989-9776-73b8751c8a0c,new,"['25OFE', 'AehQl', 'f58uv']",exclusive,"['JPoLm', 'kiTcx', 'bMs8n']",bacbba40-ca48-4110-824b-593806f802f2,232.9,159.29,113.98,3.35,-26.032556,-77.150725,8726120405052,"['J1enC', 'IndAz', 'n9XBw']",0.1
Product P3lv5,https://example.com/SNxL4TPZ,Description 8v7Npkn7mbXXv82vVOsr,286.03,325.90999999999997,12.24,39.879999999999995,101.82,USA,14 days,Supplier 7ihSR,10,"['qbOwg', 'X1EFB', 'Gcesf']","['nxJv2', 'O0DxJ', 'YArVi']","['kLvG8', 'UootC', 'ecrl3']","[568.18, 372.86, 955.17]","[147.8, 410.5, 199.17]",99,in stock,2025-02-26T06:32:17.125692,"['h8d3V', '3zrzJ', 'IC694']",True,Clothing/Women,Red,Black,M,BrandC,Male,https://picsum.photos/seed/RdbGc/600/600,https://picsum.photos/seed/Olcht/50/50,https://picsum.photos/seed/pawjM/150/150,70a50260-612a-4781-be57-71833342c20d,used,"['Bzdkf', 'oBoIS', 'X5vBF']",premium,"['oVnvP', 'cxreX', 'depRB']",e427a82e-b9fd-4707-9a0d-cdb043a42d70,35.73,94.91,43.49,196.58,-80.888528,70.411117,1872666784102,"['O6yDd', 'Y1UIN', 'dIVX3']",4.3
Product HAoXZ,https://example.com/mjRApi8T,Description 7PE0Q4ngiSyPQAAeNY7B,61.14,139.55,56.19,78.41000000000001,50.93,Japan,10 days,Supplier FWf89,34,"['60KIj', 'cjwiE', 'Yp2PL']","['v3890', '6F6ME', 'VGwqj']","['K38QA', 'JELIs', '5MSAO']","[891.58, 768.89, 52.23]","[888.77, 180.21, 984.19]",986,out of stock,2025-09-21T06:32:17.125890,"['rcoWY', 'lA4yl', 'Vxigj']",True,Clothing/Men,Black,Black,S,BrandA,Unisex,https://picsum.photos/seed/jsoOi/600/600,https://picsum.photos/seed/XoAaZ/50/50,https://picsum.photos/seed/6bUbX/150/150,079cca9d-b557-48fa-b374-af54ec081af9,refurbished,"['IlME7', 'nV3E6', 'LPmPN']",exclusive,"['2X1uL', 'ny5iI', 'RKQVs']",e69f9822-d30e-49da-9a11-2124f7a057aa,328.28,4.95,44.92,164.55,-64.0859,87.281018,6965010597383,"['lJ447', 'OM2T7', 'WikXJ']",4.5
Product lhNQP,https://example.com/uoXLoC4G,Description mvXooHSzc5ctdDvfPWFw,211.68,258.56,18.13,46.879999999999995,43.84,Japan,2 days,Supplier xKYqO,37,"['VrKaf', 'QPu0q', 'ChAjh']","['fz8ou', '9wYgR', 'woEdO']","['NYrqV', 'flfMr', '5ho1F']","[497.57, 599.04, 908.91]","[722.33, 774.59, 187.77]",426,in stock,2025-03-16T06:32:17.126024,"['bHLQB', 'bepAV', 'OQL1e']",False,Clothing/Men,Blue,Red,S,BrandC,Unisex,https://picsum.photos/seed/w32u6/600/600,https://picsum.photos/seed/Db1hW/50/50,https://picsum.photos/seed/Afu39/150/150,311048af-ea27-4c75-a12a-6dd62b72c745,refurbished,"['pvTDt', 'SQmcH', 'pOHvw']",standard,"['MU5X9', 'hPHCJ', 'IdwXp']",8701f6a9-897a-40b5-8f68-969781d9a371,22.73,164.07,47.63,121.12,-62.238959,111.59818,6481965370731,"['5U9l1', 'zfROq', 'ukJVt']",2.3
Product LZoKi,https://example.com/dSKobglp,Description Naqg4zcjIwUMVOyLZFSj,400.01,454.63,12.01,54.620000000000005,37.8,Japan,2 days,Supplier rIq1M,1,"['iiEWi', '2ArbO', 'xWnIG']","['HuYSU', 'nl8gr', 'ZYWOO']","['POUy7', 'VQ805', 'I6dnH']","[627.05, 295.39, 718.05]","[537.33, 96.01, 783.74]",628,out of stock,2025-06-26T06:32:17.126224,"['2Bi9R', 'QcRpu', 'xrAiA']",False,Home/Furniture,Green,White,S,BrandB,Male,https://picsum.photos/seed/CRgCm/600/600,https://picsum.photos/seed/wA2fp/50/50,https://picsum.photos/seed/xpvcN/150/150,803ae973-7be3-487d-b471-7d13cae7d181,refurbished,"['MheCa', 'cOcfg', '32g9Q']",exclusive,"['u4c91', '4LeO9', 'hSyg1']",27f86226-7588-46de-8b4e-75c8d2a4a31d,464.9,65.02,85.17,179.05,-30.486532,147.006349,1048777888712,"['pOscN', '9SiOt', 'DvgXt']",4.5
